fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,June,12,HARYANA,1220,JHAJJAR,77625,391.808836,24,1,0,222,90,1069,106903,45633,14727,0,0,0,418.8554,4438,5222,15195,27370,0,69116,113713,1291,418.8554,62006,52,54.29,83.5,100,NA
2025-2026,June,12,HARYANA,1202,YAMUNANAGAR,110100,423.8770687,21,0,0,97,412,483,45433,14246,9028,0,0,0.216,192.7960686,2121,2635,12334,22462,0,70859,102843,580,192.5800686,19874,13,68.55,73.98,100.16,NA
2025-2026,June,12,HARYANA,1213,BHIWANI,223641,383.8665576,13,9,0,128,156,1448,111589,60778,40033,0,0,3.12905,431.481903,8464,10448,33902,72531,0,91928,176852,1576,428.352853,75066,23,58.22,73.93,101.17,NA
2025-2026,June,12,HARYANA,1205,KARNAL,344920,383.7685593,16,22,0,178,113,3009,182614,102595,48089,0,0,0.57728,701.3923968,11122,13889,41291,86128,0,121141,204341,3187,700.8151168,133915,58,50.43,71.15,100.54,NA
2025-2026,June,12,HARYANA,1211,REWARI,90960,393.6737653,12,0,0,88,301,259,16623,11343,7763,0,0,0.4615,65.90189,1328,1511,6623,12114,0,43517,81386,347,65.44039,13019,6,66.26,79.98,100.68,NA
2025-2026,June,12,HARYANA,1216,SIRSA,241416,369.1464759,9,42,0.1276697,338,83,3958,213262,135503,84396,0,0,0.66519,788.0420172,23143,30326,57653,133383,0,132334,281183,4296,787.2491575,136980,32,61.5,78.63,102.16,NA
2025-2026,June,12,HARYANA,1218,FATEHABAD,603173,400.9769744,13,47,0,181,13,4380,332224,206908,85774,0,0,0,1332.141743,25045,35285,63715,138360,1,81305,166461,4561,1332.141743,219089,6,42.51,68.47,101.27,NA
2025-2026,July,12,HARYANA,1217,PANCHKULA,42470,410.1997141,20,0,0,32,66,365,25887,7913,2857,0,0,0,106.1884,1283,1452,6029,10440,0,18144,27036,397,106.1884,11327,51,43.6,66.39,100,NA
2025-2026,July,12,HARYANA,1218,FATEHABAD,844516,398.4693023,13,47,0,181,11,4398,355620,221185,85822,0,0,0,1417.036533,26255,36930,63768,138443,1,81316,166481,4579,1417.036533,234597,6,43.61,70,101.19,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,390.2871027,19,1,0,70,34,1182,158381,81245,21201,0,0,0,618.1406161,8290,10108,21237,38851,0,48564,78930,1252,618.1406161,97924,40,72.25,92.14,119.29,NA
2025-2026,July,12,HARYANA,1217,PANCHKULA,42470,408.6021662,20,0,0,34,66,367,27421,8109,2848,0,0,0,112.0428,1332,1503,6029,10424,0,18138,27010,401,112.0428,11698,51,43.76,66.79,100,NA
2025-2026,July,12,HARYANA,1220,JHAJJAR,107775,383.2825219,24,1,0,222,80,1142,126684,56457,14794,0,0,0,485.55763,5202,6096,15268,27500,0,69163,113783,1364,485.55763,74544,53,54.33,82.89,100.56,NA
2025-2026,July,12,HARYANA,1221,PALWAL,57935,418.8526495,18,11,0,194,253,736,14116,632,743,0,0,0,59.12524,747,909,3846,5204,0,53917,69375,930,59.12524,6101,29,49.46,81.58,100.91,NA
2025-2026,July,12,HARYANA,1205,KARNAL,497020,379.2604121,17,24,0,178,102,3243,217229,123406,48318,0,0,0.57728,824.4408806,12526,15676,41519,86554,0,121236,204493,3421,823.8636006,160223,61,54.9,72.68,100.45,NA
2025-2026,July,12,HARYANA,1210,GURUGRAM,32975,412.3606694,25,0,0,15,129,138,12011,6656,1625,0,0,0,49.52864,478,505,2488,3198,0,14533,18742,153,49.52864,8697,0,55.22,66.09,102.83,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,394.1100239,13,0,0,86,297,260,18805,12760,7834,0,0,0.4615,74.57389,1379,1577,6676,12213,0,43544,81420,346,74.11239,14523,6,60.18,73.94,100.59,NA
2025-2026,July,12,HARYANA,1206,PANIPAT,195387,385.026855,19,6,0,127,58,1233,111838,50044,15042,0,0,0,430.6063341,5739,7391,16270,30957,0,57600,89293,1360,430.6063341,76074,63,32.54,64.5,100.07,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,387.2392353,18,1,0,68,37,1180,152108,77772,21200,0,0,0,589.0218561,8065,9832,21237,38849,0,48547,78910,1248,589.0218561,93643,40,71.43,91.84,120.51,NA
2025-2026,July,12,HARYANA,1209,FARIDABAD,36900,352.5479668,21,0,0,8,77,119,5066,590,681,0,0,0,17.86008,237,261,2015,2450,0,8992,9943,127,17.86008,3397,23,4.54,63.01,100,NA
2025-2026,July,12,HARYANA,1214,JIND,348750,362.0844866,19,23,0.040139,70,16,3739,365750,212071,48234,0,0,4.15666,1328.520809,18883,23611,38730,84327,0,75882,149181,3809,1324.32401,257144,57,30.71,69.25,100,NA
2025-2026,July,12,HARYANA,1202,YAMUNANAGAR,145965,424.7004288,22,0,0,93,407,488,53968,17719,9106,0,0,0.216,229.4183274,2416,3034,12416,22600,0,70891,102894,581,229.2023274,23464,13,67.95,74.58,100.13,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,399.8338212,14,0,0,86,295,263,19473,13187,7839,0,0,0.4615,78.32114,1385,1585,6679,12218,0,43552,81435,349,77.85964,15146,6,61.19,74.64,100.57,NA
2025-2026,July,12,HARYANA,1212,MAHENDRAGARH,186550,341.1772047,20,1,0,59,112,1631,65682,22073,7908,0,0,0,224.0920116,3213,4062,14958,24722,0,67516,95530,1690,224.0920116,36120,41,17.87,52.08,102.16,NA
2025-2026,July,12,HARYANA,1213,BHIWANI,325698,371.3481649,14,15,0,129,137,1528,173606,94696,40272,0,0,3.12905,647.8117452,11707,14502,34144,72989,0,92039,177063,1657,644.6826952,116987,22,65.87,79.11,100.75,NA
2025-2026,July,12,HARYANA,1219,MEWAT,321194,593.0530857,23,1,0,640,227,2857,87858,1048,548,0,0,1.00414,522.04872,3804,4497,24933,32100,0,170205,216984,3497,521.04458,38251,8,47.53,56.76,100.51,NA
2025-2026,July,12,HARYANA,1220,JHAJJAR,107775,390.530042,24,1,0,222,79,1145,128803,57778,14805,0,0,0,503.01441,5231,6140,15281,27518,0,69164,113786,1367,503.01441,76062,53,54.09,83.17,100.54,NA
2025-2026,July,12,HARYANA,1202,YAMUNANAGAR,145965,420.4738157,21,0,0,97,407,487,51639,16464,9074,0,0,0.216,217.3444737,2356,2940,12379,22543,0,70875,102871,584,217.1284737,22576,13,69.7,75.54,100.14,NA
2025-2026,July,12,HARYANA,1205,KARNAL,497020,384.4041334,16,22,0,178,104,3208,201023,113353,48265,0,0,0.57728,773.3180011,12160,15175,41477,86469,0,121226,204474,3386,772.7407211,147960,60,52,71.11,100.49,NA
2025-2026,July,12,HARYANA,1205,KARNAL,497020,382.3566328,18,26,0,185,99,3413,249518,140053,48569,0,0,0.57728,954.625903,13321,16756,41755,87004,0,121262,204567,3598,954.048623,182625,62,57.92,73.86,100.39,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,384.6798388,20,1,0,70,30,1193,178137,90048,21285,0,0,0,685.2571244,8723,10667,21320,38984,0,48579,78958,1263,685.2571244,110207,40,74.64,93.41,118.52,NA
2025-2026,July,12,HARYANA,1212,MAHENDRAGARH,186550,345.0354618,20,2,0,63,112,1632,66290,22288,7952,0,0,0,228.7240076,3245,4097,14984,24770,0,67525,95553,1695,228.7240076,36525,41,17.74,52.23,102.11,NA
2025-2026,July,12,HARYANA,1214,JIND,348750,393.8957033,20,27,0.040139,71,12,3781,411942,237065,48291,0,0,4.15666,1626.818637,20543,25736,38822,84533,0,75893,149200,3852,1622.621838,289679,58,33.11,69.32,100,NA
2025-2026,July,12,HARYANA,1215,HISAR,940600,386.5674502,14,31,0,81,18,4344,614836,350637,87833,0,0,3.10742,2379.863268,41053,53637,73707,156087,0,135353,263011,4425,2376.755848,409706,16,46.38,74.1,100.01,NA
2025-2026,July,12,HARYANA,1221,PALWAL,57935,404.6138399,19,11,0,203,253,728,14740,632,743,0,0,0,59.64008,747,909,3846,5206,0,53932,69394,931,59.64008,6361,29,47.37,82.36,100.91,NA
2025-2026,July,12,HARYANA,1222,CHARKI DADRI,60500,375.899412,17,9,0,24,106,499,35887,17861,6261,0,0,0,134.899022,2018,2491,7606,13605,0,35586,59000,523,134.899022,21723,0,95.86,100,101.02,NA
2025-2026,July,12,HARYANA,1202,YAMUNANAGAR,145965,428.5454156,22,0,0,93,406,491,55757,18340,9110,0,0,20.79969,259.7437574,2448,3071,12418,22606,0,70905,102916,584,238.9440674,24460,13,67.95,74.27,100.13,NA
2025-2026,July,12,HARYANA,1203,KURUKSHETRA,268800,342.7747199,18,8,0,28,170,3283,123624,42996,19269,0,0,24.68269,448.4345097,6613,8847,22653,50481,0,84450,149859,3311,423.7518197,83796,63,33.13,46.31,104.01,NA
2025-2026,July,12,HARYANA,1206,PANIPAT,195387,365.9891102,21,7,0,127,56,1369,142940,64897,15150,0,0,28.20784,551.3526741,6707,8702,16397,31197,0,57645,89381,1496,523.1448341,96520,65,37.44,61.85,100.06,NA
2025-2026,July,12,HARYANA,1207,SONIPAT,149066,404.6101742,22,7,0,83,146,1276,138989,73073,12464,0,0,24.85244,587.216075,6085,7525,14304,23722,1,47699,69747,1359,562.363635,93937,47,74.15,83.5,104.34,NA
2025-2026,July,12,HARYANA,1209,FARIDABAD,36900,356.1105802,23,0,0,8,77,120,5860,714,686,0,0,0.39213,21.26021,248,275,2020,2455,0,8998,9955,128,20.86808,3762,23,5.97,56.59,100,NA
2025-2026,July,12,HARYANA,1210,GURUGRAM,32975,410.8163659,26,0,0,15,129,138,13467,7168,1627,0,0,4.70092,60.02556,509,537,2491,3202,0,14540,18753,153,55.32464,9497,0,56.07,69.87,102.51,NA
2025-2026,July,12,HARYANA,1212,MAHENDRAGARH,186550,332.9380034,21,2,0,63,108,1692,72613,24075,7983,0,0,23.95769,265.7139624,3455,4380,15040,24866,0,67540,95573,1755,241.7562724,40190,42,17.46,52.15,103.2,NA
2025-2026,July,12,HARYANA,1220,JHAJJAR,107775,384.8251291,26,1,0,222,77,1195,147526,68769,14836,0,0,16.85031,584.56743,5500,6475,15318,27571,0,69177,113803,1417,567.71712,87843,53,57.13,84.13,100.48,NA
2025-2026,July,12,HARYANA,1209,FARIDABAD,36900,350.7180887,23,0,0,8,77,120,5860,714,686,0,0,0,20.55208,248,275,2020,2455,0,8997,9953,128,20.55208,3762,23,5.97,56.59,100,NA
2025-2026,July,12,HARYANA,1210,GURUGRAM,32975,411.9543701,25,0,0,15,129,138,12185,6769,1627,0,0,0,50.19664,480,508,2491,3202,0,14540,18753,153,50.19664,8811,0,55.88,66.59,102.79,NA
2025-2026,July,12,HARYANA,1221,PALWAL,57935,389.536315,23,12,0,204,253,727,17775,632,743,0,0,0,69.24008,762,928,3846,5206,0,53934,69398,931,69.24008,7746,29,47.07,82.41,100.75,NA
2025-2026,July,12,HARYANA,1206,PANIPAT,195387,356.4276881,21,7,0,127,55,1392,146865,65885,15160,0,0,28.20784,551.6753641,6754,8771,16409,31219,0,57648,89403,1519,523.4675241,98953,65,38.75,62.6,100.06,NA
2025-2026,July,12,HARYANA,1209,FARIDABAD,36900,359.0116041,23,0,0,8,77,120,5860,714,686,0,0,1.62615,22.66423,248,275,2020,2455,0,8998,9955,128,21.03808,3762,23,5.97,56.59,100.89,NA
2025-2026,July,12,HARYANA,1217,PANCHKULA,42470,407.2633507,21,0,0,34,64,372,29474,8678,2850,0,0,16.9201,136.9569,1393,1573,6040,10441,0,18140,27011,406,120.0368,12531,52,43.98,66.89,100,NA
2025-2026,July,12,HARYANA,1219,MEWAT,321194,550.3200358,21,1,0,641,225,2884,107313,1092,548,0,0,6.714,597.27894,5000,5817,25039,32213,0,170311,217119,3525,590.56494,47051,8,46.35,54.96,100.42,NA
2025-2026,July,12,HARYANA,1222,CHARKI DADRI,60500,391.3802691,18,9,0,26,98,491,42247,21065,6290,0,0,5.34205,170.6884723,2231,2748,7630,13666,0,35587,59002,517,165.3464223,25966,0,96.08,100,100.83,NA
2025-2026,July,12,HARYANA,1206,PANIPAT,195387,369.2784619,22,7,0,128,54,1433,155775,70349,15162,0,0,28.20784,603.4513641,6901,8980,16412,31227,0,57651,89410,1561,575.2435241,104757,66,41,63.71,100.05,NA
2025-2026,July,12,HARYANA,1207,SONIPAT,149066,399.3840831,23,9,0,83,132,1304,155275,82628,12589,0,0,27.14644,647.290075,6729,8398,14444,23920,1,47702,69754,1387,620.143635,103618,47,77.01,85.91,103.88,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,384.409954,21,1,0,70,26,1206,197046,99808,21336,0,0,15.77035,773.2347879,9289,11384,21398,39127,0,48624,79022,1276,757.4644379,122197,40,74.83,93.63,117.02,NA
2025-2026,July,12,HARYANA,1209,FARIDABAD,36900,360.4645327,24,0,0,8,76,121,6217,714,686,0,0,1.62615,24.03623,249,278,2021,2456,0,8998,9955,129,22.41008,4009,24,5.63,53.37,100.83,NA
2025-2026,July,12,HARYANA,1210,GURUGRAM,32975,406.5004041,26,0,0,15,129,138,13609,7252,1627,0,0,4.70092,60.02156,509,537,2491,3202,0,14540,18753,153,55.32064,9611,0,55.67,70.29,102.51,NA
2025-2026,July,12,HARYANA,1216,SIRSA,404910,385.3401345,10,51,0.1276697,361,47,4283,298833,185512,85437,0,0,46.86153,1198.512684,28094,37542,58466,135151,0,132610,281773,4644,1151.523484,190131,34,63.32,78.72,114.52,NA
2025-2026,July,12,HARYANA,1221,PALWAL,57935,381.7224556,25,12,0,204,253,729,19759,632,743,0,0,0,75.42454,771,941,3857,5219,0,53976,69456,933,75.42454,8538,29,52.37,84.17,100.68,NA
2025-2026,July,12,HARYANA,1222,CHARKI DADRI,60500,391.3802691,18,9,0,26,97,494,42247,21065,6293,0,0,5.34205,170.6884723,2231,2748,7637,13682,0,35606,59030,520,165.3464223,25966,0,96.08,100,100.83,NA
2025-2026,July,12,HARYANA,1202,YAMUNANAGAR,145965,428.1859001,22,0,60.7559924,104,402,485,55948,18404,9140,0,0,22.15337,322.4708098,2454,3077,12444,22640,0,70911,102926,589,239.5614474,24460,13,67.88,74.18,100.13,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,384.409954,21,1,140.2882191,91,26,1210,197046,99808,21340,0,0,15.77035,913.523007,9289,11384,21409,39145,0,48634,79036,1301,757.4644379,122197,41,74.83,93.63,117.02,NA
2025-2026,July,12,HARYANA,1209,FARIDABAD,36900,360.4645327,24,0,2.5813177,8,76,121,6217,714,686,0,0,7.21347,32.2048677,249,278,2021,2456,0,9000,9958,129,22.41008,4009,24,5.63,53.37,100.83,NA
2025-2026,July,12,HARYANA,1215,HISAR,940600,393.2645871,16,32,1595.132064,90,17,4586,697742,401392,88144,0,0,46.40631,4385.51057,42656,56142,73972,156583,0,135450,263185,4676,2743.972195,465097,19,47.64,73.8,100,NA
2025-2026,July,12,HARYANA,1219,MEWAT,321194,540.4551125,21,1,26.5616526,641,223,2918,113818,1108,550,0,0,26.00375,667.7006026,5225,6105,25069,32250,0,170329,217137,3559,615.1352,50197,9,46.51,55.3,100.39,NA
2025-2026,July,12,HARYANA,1203,KURUKSHETRA,268800,358.8543698,20,9,4.26291,38,155,3609,151727,52773,19432,0,0,26.16449,574.9063697,7317,9850,22878,50946,0,84501,149977,3647,544.4789697,102750,66,36.95,48.5,108,NA
2025-2026,July,12,HARYANA,1204,KAITHAL,316500,383.7453533,17,41,13.2463832,266,28,3388,265577,134963,36793,0,0,28.6005,1060.98628,15342,18947,35835,74675,0,88605,150451,3654,1019.139397,203752,46,86.76,87.95,101.86,NA
2025-2026,July,12,HARYANA,1206,PANIPAT,195387,383.6695644,23,7,86.8564158,156,49,1790,165786,74154,15235,0,0,28.20784,751.1346799,7067,9200,16522,31409,0,57660,89484,1946,636.0704241,111927,72,41.41,63.31,100.86,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,394.862619,21,1,140.2882191,94,23,1291,205808,104750,21355,0,0,15.77035,968.7174281,9419,11562,21434,39192,0,48676,79098,1385,812.658859,127586,43,74.9,93.75,118.87,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,399.7476711,15,0,177.142899,86,275,273,23509,15744,7876,0,0,21.01585,292.135429,1565,1801,6706,12270,0,43585,81480,359,93.97668,18220,5,59.14,71.3,104.57,NA
2025-2026,July,12,HARYANA,1215,HISAR,940600,395.9849751,16,34,1742.181194,273,8,4486,727615,419361,88195,0,0,46.40631,4669.833581,43258,56996,74030,156676,0,135487,263242,4759,2881.246076,484729,19,47.22,73.59,100.01,NA
2025-2026,July,12,HARYANA,1216,SIRSA,404910,373.8144213,10,57,1051.455335,820,33,4052,317102,196711,85635,0,0,46.86153,2283.689871,28957,38746,58623,135506,0,132664,281902,4872,1185.373006,201083,36,63.91,78.92,114.06,NA
2025-2026,July,12,HARYANA,1217,PANCHKULA,42470,408.2717138,22,0,131.37825,55,49,377,31754,9238,2850,0,0,16.9201,277.94095,1419,1607,6048,10451,0,18141,27011,432,129.6426,13287,54,43.76,65.86,100.43,NA
2025-2026,July,12,HARYANA,1204,KAITHAL,316500,389.7421407,16,40,13.2463832,220,31,3087,247008,125730,36701,0,0,23.5983,999.5389501,14787,18187,35701,74428,0,88570,150376,3307,962.6942669,190573,41,87.95,89.2,101.74,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,384.2873368,21,1,140.2882191,91,24,1210,199556,101358,21340,0,0,15.77035,922.927007,9356,11473,21409,39145,0,48634,79036,1301,766.8684379,123913,41,75.11,93.7,117.33,NA
2025-2026,July,12,HARYANA,1210,GURUGRAM,32975,410.5565435,26,0,42.9209912,15,119,138,13609,7252,1627,0,0,4.70092,103.4945512,509,537,2491,3202,0,14541,18754,153,55.87264,9611,0,55.67,70.29,102.48,NA
2025-2026,July,12,HARYANA,1201,AMBALA,53925,414.2564922,20,2,0.02761,61,275,753,40416,24259,9606,0,0,24.46501,191.9185239,1978,2416,9462,15608,0,43662,60434,814,167.4259039,25400,49,40.47,61.42,100.01,NA
2025-2026,July,12,HARYANA,1204,KAITHAL,316500,390.5486976,16,40,13.2463832,256,31,3072,247008,125730,36701,0,0,23.5983,1001.53121,14787,18187,35701,74428,0,88570,150376,3328,964.6865269,190573,41,87.95,89.2,101.73,NA
2025-2026,July,12,HARYANA,1207,SONIPAT,149066,403.9471639,23,9,55.3192074,84,115,1343,156872,83641,12626,0,0,27.14644,716.1456424,6754,8435,14485,23979,1,47702,69755,1427,633.679995,104690,48,76.7,85.52,103.86,NA
2025-2026,July,12,HARYANA,1208,ROHTAK,336900,383.8022573,21,1,140.2882191,91,24,1213,199556,101358,21354,0,0,15.77035,921.9590016,9356,11473,21424,39169,0,48634,79036,1304,765.9004325,123913,40,75.11,93.7,117.33,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,396.7885279,14,0,177.142899,88,276,267,22036,14815,7867,0,0,21.01585,285.595069,1528,1752,6700,12259,0,43578,81467,355,87.43632,17159,5,61.17,74.64,102,NA
2025-2026,July,12,HARYANA,1202,YAMUNANAGAR,145965,418.2452075,22,0,62.8063022,130,321,472,57644,18758,9163,0,0,22.15337,326.0529396,2554,3207,12505,22717,0,70935,102960,602,241.0932674,24784,14,67.94,74.27,100.5,NA
2025-2026,July,12,HARYANA,1209,FARIDABAD,36900,360.4645327,24,0,11.0073457,8,72,122,6217,714,686,0,0,7.21347,40.6308957,249,278,2021,2456,0,9002,9961,130,22.41008,4009,23,5.63,53.37,100.83,NA
2025-2026,July,12,HARYANA,1210,GURUGRAM,32975,410.3212495,26,0,42.9209912,15,119,140,13958,7520,1627,0,0,4.70092,104.8945512,517,545,2491,3202,0,14541,18754,155,57.27264,9852,0,56.81,71.05,102.42,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,404.1932034,14,0,177.142899,87,275,269,23188,15469,7876,0,0,21.01585,291.883069,1564,1799,6706,12270,0,43584,81479,356,93.72432,18017,5,58.71,71,104.37,NA
2025-2026,July,12,HARYANA,1216,SIRSA,404910,381.1524454,10,51,1051.455335,760,33,4050,309669,191810,85570,0,0,46.86153,2278.627831,28632,38298,58579,135401,0,132659,281880,4810,1180.310966,196063,36,63.66,78.79,114.08,NA
2025-2026,July,12,HARYANA,1219,MEWAT,321194,537.0674884,21,1,26.5616526,641,218,2925,117309,1135,550,0,0,32.50389,689.0940426,5450,6431,25103,32331,0,170334,217142,3566,630.0285,51792,9,45.26,53.86,100.38,NA
2025-2026,July,12,HARYANA,1220,JHAJJAR,107775,387.8975113,27,1,0,225,71,1221,156671,73174,14843,0,0,16.85031,624.57322,5609,6612,15336,27603,1,69199,113834,1446,607.72291,93903,54,56.93,84.65,100.44,NA
2025-2026,July,12,HARYANA,1222,CHARKI DADRI,60500,391.6843526,18,9,35.06145945,50,84,481,42287,21069,6293,0,0,6.06505,206.7580717,2231,2748,7637,13683,0,35612,59040,531,165.6315622,25994,0,96.09,100,100.82,NA
2025-2026,July,12,HARYANA,1205,KARNAL,497020,383.0146215,19,27,136.8465458,326,52,3608,265954,150878,48708,0,0,36.78383,1192.273082,13873,17490,41919,87288,0,121345,204717,3934,1018.642707,194355,67,55.77,71.92,101.28,NA
2025-2026,July,12,HARYANA,1212,MAHENDRAGARH,186550,343.385411,21,2,257.7632106,104,76,1726,78073,26174,8025,0,0,26.71706,552.5715625,3675,4635,15107,24962,0,67557,95602,1830,268.0912919,43068,43,18.43,53.38,102.87,NA
2025-2026,July,12,HARYANA,1213,BHIWANI,325698,374.0791771,16,15,281.9424849,204,102,1535,216105,118169,40454,0,0,25.31517,1115.661461,13368,16686,34348,73345,0,92141,177237,1739,808.4038056,145055,22,65.56,76.83,100.59,NA
2025-2026,July,12,HARYANA,1201,AMBALA,53925,414.0836525,20,2,0.51747,61,275,766,40912,24479,9606,0,0,24.46501,194.3923839,1981,2421,9462,15608,0,43664,60436,827,169.4099039,25674,48,40.02,60.74,100.01,NA
2025-2026,July,12,HARYANA,1202,YAMUNANAGAR,145965,425.2910925,22,0,62.8063022,130,321,468,56689,18574,9163,0,0,22.15337,326.0529396,2547,3197,12505,22717,0,70923,102939,598,241.0932674,24772,14,67.44,73.87,100.5,NA
2025-2026,July,12,HARYANA,1203,KURUKSHETRA,268800,353.0854695,19,8,4.26291,38,156,3510,140775,48955,19405,0,0,26.16449,527.4834697,7043,9477,22809,50814,0,84483,149949,3548,497.0560697,95096,65,34.73,46.96,103.37,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,389.2286325,14,0,177.142899,86,276,267,22464,15107,7867,0,0,21.01585,285.595069,1541,1768,6700,12259,0,43580,81471,353,87.43632,17482,5,61.76,75.02,102,NA
2025-2026,July,12,HARYANA,1212,MAHENDRAGARH,186550,343.5347224,21,2,257.7632106,91,78,1712,77061,25742,8008,0,0,26.34912,548.843623,3647,4605,15091,24936,0,67541,95577,1803,264.7312924,42493,42,18.13,52.98,102.9,NA
2025-2026,July,12,HARYANA,1213,BHIWANI,325698,382.1474521,15,15,281.9424849,194,102,1538,206437,113332,40447,0,0,25.31517,1096.151391,12917,16092,34345,73337,0,92129,177216,1732,788.8937356,139063,22,65.51,76.57,100.6,NA
2025-2026,July,12,HARYANA,1218,FATEHABAD,844516,404.0704349,14,49,3771.742817,182,0,4515,449716,275944,85991,0,0,32.50508,5621.417294,30176,42655,63984,138818,1,81372,166586,4697,1817.169397,295007,6,39.81,62.07,101.63,NA
2025-2026,July,12,HARYANA,1219,MEWAT,321194,540.1049012,21,1,26.5616526,641,220,2925,115156,1135,550,0,0,26.00375,674.5286026,5304,6225,25093,32293,0,170332,217140,3566,621.9632,50796,9,46.02,54.71,100.39,NA
2025-2026,July,12,HARYANA,1204,KAITHAL,316500,387.5264517,17,43,13.2463832,266,28,3416,268894,136475,36807,0,0,28.6005,1083.88226,15440,19087,35850,74702,0,88612,150462,3682,1042.035377,206124,46,86.62,87.79,101.83,NA
2025-2026,July,12,HARYANA,1213,BHIWANI,325698,383.5732983,16,15,281.9424849,213,97,1535,225006,121718,40487,0,0,25.34017,1170.345591,13650,17081,34397,73427,0,92146,177244,1748,863.0629356,150211,22,66.13,76.96,101.94,NA
2025-2026,July,12,HARYANA,1216,SIRSA,404910,367.1432535,11,60,1051.455335,857,33,4051,325879,201135,85728,0,0,46.86153,2294.759628,29252,39178,58706,135662,0,132667,281911,4908,1196.442763,206589,36,64.36,79.23,114.68,NA
2025-2026,July,12,HARYANA,1203,KURUKSHETRA,268800,379.1434,22,10,4.26291,39,146,3770,179800,61863,19528,0,0,26.16449,712.1272332,7956,10740,23040,51267,0,84543,150067,3809,681.6998332,122907,67,42.42,53.56,109.27,NA
2025-2026,July,12,HARYANA,1205,KARNAL,497020,387.1014036,19,29,136.5887812,417,48,3744,278685,159297,48786,0,0,36.78383,1252.166158,14073,17767,41993,87424,0,121388,204814,4161,1078.793547,203742,68,54.54,71.65,102.56,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,401.7855183,16,0,177.142899,90,273,278,26240,17648,7915,0,0,21.01585,303.587269,1613,1866,6736,12331,0,43606,81512,368,105.42852,20306,5,60.68,73.64,104.58,NA
2025-2026,July,12,HARYANA,1213,BHIWANI,325698,393.7601236,16,15,281.9424849,243,96,1532,234699,126815,40497,0,0,26.05634,1232.149897,13843,17360,34411,73457,0,92155,177261,1775,924.1510724,156288,22,66.18,77.08,103.33,NA
2025-2026,July,12,HARYANA,1219,MEWAT,321194,536.5094372,21,1,26.5616526,641,218,2937,117938,1135,550,0,0,32.50389,691.8140426,5450,6431,25108,32336,0,170375,217190,3578,632.7485,52051,9,45.41,53.98,100.38,NA
2025-2026,July,12,HARYANA,1203,KURUKSHETRA,268800,342.6274828,21,10,4.26291,38,148,3629,165717,56838,19468,0,0,26.16449,598.2193857,7566,10201,22950,51071,0,84505,149984,3667,567.7919857,113284,66,41.02,51.89,107.63,NA
2025-2026,July,12,HARYANA,1204,KAITHAL,316500,387.4220029,17,43,13.2463832,266,25,3428,269078,136561,36827,0,0,28.6005,1084.31426,15445,19093,35864,74731,0,88618,150473,3694,1042.467377,206238,46,86.56,87.73,101.86,NA
2025-2026,July,12,HARYANA,1211,REWARI,114160,405.0935518,15,0,177.142899,86,273,275,23805,15889,7894,0,0,21.01585,294.591269,1578,1816,6719,12293,0,43599,81497,361,96.43252,18427,5,59.53,71.57,104.59,NA
